,cid,pid,sex,gebjahr,immiyear,germborn,corigin,gebmonat,gebmoval,loc1989,migback,fsedu,msedu,freli,mreli,locchildh,bioyear,fnat,mnat,fprofstat,mprofstat,morigin,forigin,agefjob,ageinfo,nojob,stillfj,occfjob,fulltime,fjblue,fjselfe,fjwhite,fjcivs,scopelj,civilslj,nacelj,occljob,ljblue,ljselfe,ljsefsiz,ljwhite,ljcivs,inteduc1,inteduc3,inteduc2,inteduc4,bioage
80528,3307246,33072402,1,1980,-2,1,1,7,5,2,3,5,5,-5,-5,4,2013,1,1,-5,-5,-2,-2,20.0,2.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.0,-2.0,-2.0,-2.0,33
80529,3307335,33073301,1,1986,-2,1,1,1,5,2,3,-5,-5,1,1,3,2013,2,2,220,521,5,5,14.0,1.0,-2.0,-1.0,1.0,0.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,27
80533,3307467,33074601,2,1979,-2,1,1,1,5,3,3,-2,-2,6,6,1,2013,2,2,-5,-5,5,5,20.0,1.0,-2.0,-1.0,1.0,0.0,11.0,-2.0,-2.0,-2.0,2.0,2.0,34.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,34
80534,3307467,33074602,1,1986,-2,1,1,1,5,2,3,6,6,6,6,2,2013,1,1,521,210,-2,-2,18.0,2.0,-2.0,1.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,27
80539,3307556,33075501,1,1983,-2,1,1,3,5,2,3,5,5,1,-5,4,2013,-1,1,-5,-5,1,5,19.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,30
80553,3307793,33077902,1,1963,-2,1,1,5,5,2,3,6,6,2,2,4,2013,1,1,230,210,-2,-2,15.0,1.0,-2.0,-1.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,50
80555,3307807,33078001,2,1986,-2,1,1,7,5,2,3,-2,-2,-5,-5,4,2013,2,2,-5,-5,5,5,20.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,27
80556,3307807,33078002,1,1986,-2,1,1,10,5,2,3,1,6,-5,-5,4,2013,1,1,-5,-5,-2,-2,17.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,27
80559,3307823,33078202,1,1972,-2,1,1,3,5,2,3,2,6,6,2,3,2013,1,1,550,10,-2,-2,25.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,40.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,41
80562,3307920,33079201,1,1990,-2,1,1,5,5,-2,3,-2,-2,4,4,3,2013,1,1,521,10,2,2,15.0,1.0,-2.0,1.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,23
80563,3307920,33079202,1,1987,-2,1,1,8,5,2,3,-2,-2,4,4,4,2013,1,1,434,521,2,2,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,26
80564,3307920,33079203,1,1988,-2,1,1,12,5,2,3,-2,-2,-5,-5,4,2013,1,1,-5,-5,2,2,18.0,1.0,-2.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,3.0,2.0,45.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,25
80570,3308196,33081901,2,1988,-2,1,1,3,5,2,3,6,6,-5,-5,4,2013,2,1,-5,-5,1,5,18.0,4.0,-2.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,25
80574,3308684,33086803,1,1997,-2,1,1,8,7,-2,3,-5,1,-5,7,3,2014,2,1,240,530,1,5,,,,,,,,,,,,,,,,,,,,,,,,17
80575,3308790,33087901,1,1995,-2,1,1,6,5,-2,3,6,6,7,7,3,2013,2,2,220,10,5,5,18.0,3.0,-2.0,1.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3.0,-2.0,-2.0,-2.0,18
80580,3308951,33089502,1,1981,-2,1,1,6,5,2,3,1,2,2,1,4,2013,1,1,540,434,-2,-2,20.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,32
80581,3309079,33090701,1,1993,-2,1,1,9,5,-2,3,-2,-1,-5,-1,1,2013,-1,-2,-5,-1,-2,32,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,20
80582,3309087,33090801,2,1982,-2,1,1,7,5,2,3,-5,-5,1,1,1,2013,2,2,530,530,120,119,20.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,40.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,31
80586,3309354,33093501,1,1984,-2,1,1,4,5,2,3,-5,1,3,2,1,2013,2,1,431,10,1,4,20.0,1.0,-2.0,1.0,3.0,0.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,29
80587,3309354,33093502,2,1988,-2,1,1,9,5,2,3,2,1,1,1,1,2015,1,1,522,530,1,1,16.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,27
80588,3309419,33094101,1,1992,-2,1,1,7,5,-2,3,-5,-5,3,5,1,2013,2,1,-5,521,21,21,21.0,3.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,21
80590,3309443,33094402,1,1976,-2,1,1,5,5,3,3,2,2,2,2,2,2013,1,1,522,10,-2,-2,23.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,37
80594,3309702,33097002,1,1953,-2,1,1,11,5,2,3,0,2,2,2,4,2014,1,1,530,10,-2,-2,24.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,61
80599,3309826,33098202,1,1963,-2,1,1,9,5,2,3,1,1,1,1,3,2013,1,1,530,620,-2,-2,31.0,5.0,-2.0,-1.0,3.0,0.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,50
80600,3309834,33098301,1,1981,-2,1,1,6,5,2,3,-5,-5,1,1,2,2013,1,1,540,521,25,25,27.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,32
80601,3309966,33099601,1,1975,-2,1,1,2,5,2,3,-5,1,1,1,1,2013,1,1,230,530,1,5,29.0,1.0,-2.0,1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,38
80603,3309990,33099902,2,1969,-2,1,1,6,5,2,3,1,1,-5,-5,3,2013,1,1,-5,-5,-2,-2,22.0,1.0,-2.0,2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,44
80604,3310034,33100301,1,1963,-2,1,1,5,5,3,3,-5,-5,1,1,3,2013,2,2,434,10,5,5,16.0,1.0,-2.0,-1.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,50
80606,3310115,33101102,1,1975,-2,1,1,1,5,2,3,2,2,-5,-5,2,2016,1,1,530,10,1,1,27.0,5.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,40.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,41
80610,3310581,33105801,1,1980,-2,1,1,3,5,2,3,-2,-2,-5,-5,3,2013,2,2,-5,-5,119,119,18.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,33
80630,3311596,33115903,1,2000,-2,1,1,2,7,-2,3,1,6,7,7,1,2017,2,2,210,13,165,165,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
80635,3311642,33116401,2,1989,-2,1,1,4,5,-1,3,6,6,-5,-5,3,2013,1,1,-5,-5,2,2,15.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,24
80636,3311642,33116402,1,1986,-2,1,1,8,5,2,3,-2,-2,-5,-5,4,2013,2,2,-5,-5,2,2,17.0,1.0,-2.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,27
80647,3312282,33122802,1,1964,-2,1,1,3,5,2,3,6,-2,2,1,1,2013,1,1,530,10,-2,-2,18.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,49
80656,3312410,33124102,1,1979,-2,1,1,11,5,2,3,-5,-5,-5,-5,3,2013,1,1,-5,-5,2,2,19.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,34
80658,3312460,33124601,2,1994,-2,1,1,12,5,-2,3,-1,-1,-1,-1,1,2013,-2,-2,-1,-1,-2,-2,18.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,65.0,3.0,-2.0,-2.0,-2.0,22.0,-2.0,7.0,-2.0,-2.0,-2.0,19
80662,3312584,33125801,1,1983,-2,1,1,9,5,2,3,6,6,3,3,1,2013,2,2,210,530,4,4,25.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,40.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,30
80674,3312908,33129001,1,1981,-2,1,1,9,5,2,3,-2,-2,3,3,1,2013,2,2,434,521,165,165,18.0,1.0,-2.0,-1.0,2.0,1.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,32
80679,3313025,33130201,2,1987,-2,1,1,12,5,2,3,-2,-2,1,-1,1,2013,2,-2,431,-1,-2,22,21.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,26
80686,3313513,33135101,2,1978,-2,1,1,6,5,2,3,-5,-5,1,1,1,2013,2,2,530,431,120,120,25.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,2.0,2.0,-1.0,3.0,-2.0,-2.0,-2.0,22.0,-2.0,-2.0,-2.0,-2.0,-2.0,35
80688,3313513,33135103,2,1998,-2,1,1,3,7,-2,3,5,5,7,7,1,2015,2,2,521,10,1,120,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
80689,3313823,33138201,2,1972,-2,1,1,10,5,2,3,2,1,-5,-5,1,2013,2,1,-5,-5,1,96,26.0,1.0,-2.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,41
80694,3314080,33140802,1,1932,-2,1,1,3,5,2,3,1,6,1,1,1,2013,1,1,630,10,-2,-2,18.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,1.0,1.0,65.0,4.0,-2.0,-2.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,81
80695,3314161,33141601,2,1992,-2,1,1,3,5,-2,3,-2,-2,-5,-5,3,2013,1,1,-5,-5,132,132,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,21
80696,3314161,33141602,2,1992,-2,1,1,12,5,-2,3,2,-2,-5,-5,4,2013,1,1,-5,-5,-2,-2,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,21
80698,3314170,33141702,2,1983,-2,1,1,3,5,1,3,2,2,6,6,1,2013,1,1,530,431,-2,-2,29.0,1.0,-2.0,1.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,30
80702,3314277,33142702,1,1958,-2,1,1,11,5,2,3,6,6,1,2,3,2013,1,1,230,230,-2,-2,26.0,1.0,-2.0,-1.0,3.0,0.0,-2.0,-2.0,40.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,55
80703,3314366,33143601,1,1995,-2,1,1,4,5,-2,3,5,-2,-1,-5,1,2013,2,2,210,-5,2,2,-2.0,9.0,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,1.0,-2.0,18
80715,3314730,33147303,1,2001,-2,1,1,7,7,-2,3,5,5,6,6,1,2018,2,1,433,521,5,5,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
80716,3314749,33147401,2,1988,-2,1,1,6,5,2,3,-2,1,-5,-5,1,2013,2,1,-5,-5,1,5,23.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,25
80718,3314889,33148801,1,1990,-2,1,1,11,5,-2,3,5,5,-1,-1,1,2013,2,2,220,530,5,5,22.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,52.0,3.0,-2.0,-2.0,-2.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,23
80722,3314897,33148902,1,1973,-2,1,1,6,5,2,3,-2,-2,1,1,1,2013,2,2,230,220,119,119,15.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,40
80723,3314900,33149001,2,1981,-2,1,1,7,5,2,3,-2,-2,-5,-5,1,2013,2,2,-5,-5,122,122,19.0,1.0,-2.0,2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,32
80727,3314960,33149602,2,1979,-2,1,1,11,5,2,3,-5,-5,4,4,1,2013,2,2,240,521,42,2,20.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,1.0,2.0,85.0,3.0,-2.0,-2.0,-2.0,22.0,-2.0,-2.0,-2.0,-2.0,-2.0,34
80728,3314986,33149801,2,1993,-2,1,1,9,5,-2,3,5,5,-1,-1,1,2013,1,1,220,530,22,22,16.0,1.0,-2.0,-1.0,3.0,0.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,20
80733,3315206,33152001,1,1983,-2,1,1,9,5,2,3,-2,-2,-5,-5,1,2013,2,2,-5,-5,2,2,25.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,30
80734,3315206,33152002,2,1982,-2,1,1,10,5,2,3,1,-2,-5,-5,1,2013,2,2,-5,-5,2,2,28.0,1.0,-2.0,2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,31
80735,3315257,33152501,2,1985,-2,1,1,7,5,2,3,-5,-5,6,6,1,2013,2,2,530,522,122,122,21.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,28
80736,3315257,33152502,1,1984,-2,1,1,7,5,1,3,1,-5,6,1,3,2013,1,1,522,522,22,1,24.0,1.0,-2.0,-1.0,3.0,0.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,29
80739,3315427,33154201,1,1990,-2,1,1,5,5,-2,3,5,-5,-1,-5,1,2013,2,2,540,-5,5,5,23.0,3.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,23
80741,3315427,33154203,1,1992,-2,1,1,1,5,-2,3,5,-5,-1,-5,1,2017,2,2,540,530,5,5,18.0,1.0,-2.0,-1.0,3.0,0.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,25
80742,3315583,33155801,2,1978,-2,1,1,3,5,2,3,-5,-5,3,3,1,2013,2,2,220,220,165,165,19.0,1.0,-2.0,-1.0,3.0,0.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,35
80751,3316105,33161001,1,1992,-2,1,1,1,5,-2,3,-5,5,5,5,1,2013,2,1,-5,530,154,128,23.0,3.0,-2.0,-2.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,21
80753,3316105,33161003,2,1989,-2,1,1,3,5,-1,3,2,5,-5,5,1,2013,2,1,-5,530,154,154,24.0,1.0,-2.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,24
80756,3316130,33161304,1,1994,-2,1,1,10,5,-2,3,-1,5,-1,-1,1,2017,-5,2,-1,521,21,-2,16.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,23
80757,3316130,33161305,2,1996,-2,1,1,3,5,-2,3,0,5,-5,-1,3,2016,1,2,521,521,21,1,19.0,4.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,20
80758,3316180,33161801,2,1985,-2,1,1,7,5,2,3,5,5,6,7,2,2013,2,2,540,540,6,79,16.0,1.0,-2.0,1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,28
80774,3316695,33166902,1,1971,-2,1,1,11,5,2,3,-2,6,-5,-5,4,2013,1,1,-5,-5,-2,-2,19.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,42
80776,3316717,33167102,1,1978,-2,1,1,7,5,2,3,-5,-5,-1,3,4,2013,-2,1,-1,540,-2,-2,26.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,40.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,35
80778,3316750,33167503,2,1974,-2,1,1,10,5,1,3,-5,-5,-5,-5,1,2017,1,1,521,530,1,1,24.0,1.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,5.0,-2.0,3.0,-2.0,43
80780,3316849,33168402,1,1980,-2,1,1,3,5,2,3,6,6,-5,-5,1,2013,1,1,-5,-5,-2,-2,24.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,85.0,3.0,-2.0,-2.0,-2.0,22.0,-2.0,-2.0,-2.0,-2.0,-2.0,33
80782,3316881,33168802,1,1951,-2,1,1,1,5,2,3,6,6,1,2,3,2013,2,1,530,530,-2,-2,25.0,2.0,-2.0,-1.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,1.0,2.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,62
80784,3316962,33169602,1,1984,-2,1,1,11,5,2,3,1,6,6,6,4,2013,1,1,434,431,-2,-2,17.0,1.0,-2.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,29
80785,3317004,33170001,2,1996,-2,1,1,2,5,-2,3,5,-1,6,-1,1,2013,1,-2,521,-1,-2,140,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,17
80788,3317004,33170004,1,1994,-2,1,1,11,5,-2,3,5,6,6,4,1,2014,1,2,521,521,140,140,-1.0,6.0,-1.0,-1.0,1.0,-1.0,11.0,-2.0,-2.0,-2.0,3.0,2.0,-1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,20
80789,3317004,33170005,1,1997,-2,1,1,9,7,-2,3,5,6,6,4,3,2014,1,2,521,521,140,140,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
80795,3317209,33172001,1,1989,-2,1,1,8,5,-1,3,2,2,6,2,4,2013,1,2,530,10,10,1,16.0,1.0,-2.0,-1.0,3.0,0.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,24
80796,3317225,33172201,2,1992,-2,1,1,1,5,-2,3,-5,5,6,6,4,2013,1,1,431,220,21,21,21.0,2.0,-2.0,-1.0,3.0,0.0,-2.0,-2.0,10.0,-2.0,3.0,2.0,29.0,3.0,-2.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,21
80805,3317543,33175401,1,1984,-2,1,1,7,5,2,3,-2,-2,-5,-5,3,2013,1,1,-5,-5,2,2,17.0,1.0,-2.0,2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,29
80806,3317543,33175402,2,1988,-2,1,1,7,5,2,3,-2,-2,-5,-5,3,2013,2,2,-5,-5,119,121,15.0,1.0,-2.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,50.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,25
