,cid,pid,sex,gebjahr,immiyear,germborn,corigin,gebmonat,gebmoval,loc1989,migback,fsedu,msedu,freli,mreli,locchildh,bioyear,fnat,mnat,fprofstat,mprofstat,morigin,forigin,agefjob,ageinfo,nojob,stillfj,occfjob,fulltime,fjblue,fjselfe,fjwhite,fjcivs,scopelj,civilslj,nacelj,occljob,ljblue,ljselfe,ljsefsiz,ljwhite,ljcivs,inteduc1,inteduc3,inteduc2,inteduc4,bioage
5709,21946,219403,2,1981,-2,1,1,6,4,2,3,6,6,2,2,1,1998,1,1,12,10,1,1,16.0,1.0,-2.0,-2.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,17
5710,21946,219404,2,1982,-2,1,1,11,4,2,3,6,6,2,2,1,1999,1,1,230,10,1,1,20.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,17
5711,21946,219405,1,1985,-2,1,1,8,4,2,3,5,5,2,2,2,2002,1,1,220,220,1,1,21.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
5712,21946,219406,1,1985,-2,1,1,8,4,2,3,5,5,2,2,2,2002,1,1,220,220,1,1,21.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
5758,22071,220703,1,1977,-2,1,1,5,4,2,3,4,4,1,2,4,1994,1,1,640,640,1,123,18.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
5759,22071,220704,1,1978,-2,1,1,8,4,2,3,4,4,1,2,2,1995,1,1,640,640,1,123,25.0,3.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
5760,22071,220705,1,1984,-2,1,1,9,4,2,3,4,4,1,2,2,2001,1,1,640,640,1,123,18.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
5819,22268,222603,1,1984,-2,1,1,11,4,2,3,2,3,1,-1,4,2001,1,1,432,522,-8,1,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
6027,23132,231306,1,1986,-2,1,1,5,4,2,3,1,1,2,2,3,2003,1,1,431,522,1,123,-2.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
6028,23132,231307,2,1987,-2,1,1,10,4,2,3,1,1,2,2,2,2004,1,1,431,522,1,123,21.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
6046,23213,232101,1,1962,-2,1,1,5,4,2,3,5,2,-2,-2,1,1984,-8,-8,420,-5,-2,-2,18.0,1.0,-2.0,-2.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,22
6101,23426,234205,2,2000,-2,1,1,7,7,-2,3,1,2,2,2,4,2017,1,1,434,432,1,28,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
6165,23671,236704,2,1988,-2,1,1,3,4,2,3,4,1,2,2,4,2005,1,1,540,220,1,15,-2.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
6166,23671,236705,1,1991,-2,1,1,12,7,-2,3,4,1,2,2,3,2008,1,1,540,220,1,1,22.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
6199,23825,238203,2,1976,-2,1,1,9,3,2,3,1,5,-2,-2,-1,1993,1,2,240,220,2,1,19.0,8.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
6200,23825,238204,1,1981,-2,1,1,1,3,2,3,1,5,-1,-1,2,1998,1,2,220,12,2,1,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,17
6246,23973,239709,2,1989,-2,1,1,11,7,2,3,0,1,2,1,2,2006,1,1,-1,550,22,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
6269,24066,240605,1,1985,-2,1,1,1,4,2,3,1,1,2,2,4,2002,1,1,10,10,-8,1,-2.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
6286,24120,241204,2,1974,-2,1,1,11,3,2,3,1,1,1,1,-1,1991,1,1,13,220,122,122,19.0,8.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
6421,24716,247102,2,1951,-2,1,1,9,4,2,3,2,1,-2,-2,2,1984,-8,-8,620,-5,-2,-2,18.0,1.0,-2.0,-2.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,33
6422,24716,247103,1,1982,-2,1,1,1,4,2,3,1,1,2,2,2,1999,1,2,230,522,1,1,19.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,17
6570,25194,251905,2,1998,-2,1,1,5,7,-2,3,2,2,6,2,2,2015,1,1,220,530,1,1,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
6775,25933,259304,2,1982,-2,1,1,8,4,2,3,1,1,2,2,4,1999,1,1,540,521,1,1,18.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,1.0,-2.0,17
7041,26999,269903,1,1972,-2,1,1,-5,-5,2,3,1,6,-2,-2,-1,1989,2,2,220,10,5,5,-1.0,9.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
7042,26999,269905,1,1964,-2,1,1,-5,-5,2,3,-1,-1,-2,-2,1,1985,-8,-8,-1,-5,-2,-2,16.0,1.0,-2.0,-2.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,21
7048,27014,270103,2,1978,-2,1,1,-1,-1,2,3,1,1,-2,-2,4,1995,1,1,1,530,1,1,16.0,4.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
7049,27014,270104,1,1981,-2,1,1,-1,-1,2,3,1,1,2,-1,3,1998,1,1,220,530,1,1,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
7228,27650,276503,1,1982,-2,1,1,5,3,2,3,1,1,5,2,4,2000,1,1,432,521,1,52,19.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,18
7330,27995,279903,1,1981,-2,1,1,12,4,2,3,1,1,1,1,3,1998,1,1,550,10,1,5,17.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,17
7331,27995,279904,1,1991,-2,1,1,11,7,-2,3,2,1,1,1,4,2008,1,1,550,10,1,5,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
7339,28037,280302,2,1975,-2,1,1,7,4,2,3,-5,1,-2,2,-1,1992,2,1,230,10,1,49,20.0,8.0,-2.0,-2.0,1.0,0.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
7340,28037,280303,1,1979,-2,1,1,2,4,2,3,1,1,1,2,1,1996,2,1,12,10,1,49,18.0,3.0,-2.0,-2.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,17
7341,28037,280304,1,1983,-2,1,1,12,4,2,3,0,1,1,2,1,2000,2,1,230,10,1,49,22.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
7342,28037,280305,2,1987,-2,1,1,2,3,2,3,6,1,1,2,1,2004,2,1,210,10,1,49,20.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
7345,28037,280308,2,1991,-2,1,1,4,7,-2,3,0,1,2,2,1,2008,2,1,210,210,1,49,,,,,,,,,,,,,,,,,,,,,,,,17
7346,28037,280309,2,1997,-2,1,1,9,7,-2,3,6,1,6,2,1,2014,2,1,-1,210,1,156,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
7423,28347,283403,2,1976,-2,1,1,2,4,2,3,1,1,6,1,-1,1993,1,2,12,220,11,1,17.0,8.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
7424,28347,283404,2,1978,-2,1,1,1,4,2,3,1,1,-2,1,4,1995,1,2,12,210,11,1,16.0,1.0,-2.0,-2.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
7425,28347,283406,1,1981,-2,1,1,1,4,2,3,1,1,6,1,4,1999,1,2,13,220,11,1,18.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,18
7549,28746,287402,2,1928,-2,1,1,-5,-5,2,3,1,1,-2,-2,2,1984,-8,-8,-1,-5,-2,-2,16.0,2.0,-2.0,-2.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,56
7552,28754,287503,1,1924,-2,1,1,7,4,2,3,1,1,1,1,2,2002,2,2,220,10,-2,-2,15.0,1.0,-2.0,2.0,1.0,0.0,12.0,-2.0,-2.0,-2.0,1.0,2.0,90.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,78
7795,29661,296603,2,1951,-2,1,1,-5,-5,2,3,6,1,-2,-2,4,1987,2,-8,13,-5,-2,98,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,36
7823,29777,297704,2,1975,-2,1,1,5,3,2,3,4,4,-2,-2,-1,1992,1,1,540,10,-2,1,-1.0,9.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8063,30716,307103,1,1976,-2,1,1,3,3,2,3,1,1,6,1,-1,1993,1,1,540,521,10,1,-1.0,9.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8064,30716,307104,2,1978,-2,1,1,3,4,2,3,1,1,6,1,2,1995,1,1,530,521,10,1,20.0,3.0,-2.0,-2.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8079,30767,307603,1,1971,-2,1,1,11,4,2,3,2,1,1,1,-1,1988,1,1,13,10,222,31,17.0,8.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8119,30910,309102,2,1940,-2,1,1,2,4,2,3,1,2,-2,-2,2,1984,-8,-8,230,-5,-2,-2,15.0,1.0,-2.0,-2.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,44
8160,31046,310406,1,1987,-2,1,1,5,3,2,3,5,2,1,1,4,2004,2,1,210,432,1,3,20.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8161,31046,310408,2,1988,-2,1,1,9,3,2,3,6,1,1,1,2,2005,2,1,12,210,1,165,18.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8197,31216,312103,1,1987,-2,1,1,6,3,2,3,3,3,2,1,2,2004,1,2,540,210,38,1,26.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8198,31216,312104,2,1993,-2,1,1,4,7,-2,3,3,3,2,1,2,2010,1,2,540,220,38,1,20.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8280,31518,315103,1,1976,-2,1,1,2,3,2,3,1,1,2,2,-1,1993,2,1,521,521,1,118,20.0,8.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8329,31712,317103,2,1978,-2,1,1,2,3,2,3,1,1,-2,-2,1,1995,1,1,230,430,1,222,19.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8330,31712,317104,2,1981,-2,1,1,10,3,2,3,1,1,-1,-1,2,1998,1,1,220,431,1,222,18.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,17
8365,31844,318406,1,1993,-2,1,1,8,7,-2,3,6,1,1,1,2,2010,1,1,210,521,1,1,18.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8369,31852,318503,2,1986,-2,1,1,2,3,2,3,2,1,1,1,-1,2003,1,2,540,220,119,1,-2.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8370,31852,318504,1,1987,-2,1,1,6,3,2,3,2,1,1,1,3,2005,1,2,540,220,119,1,-2.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,18
8386,31917,319101,1,1930,-2,1,1,12,4,2,3,1,1,-2,-2,4,1984,-8,-8,210,-5,-2,-2,17.0,1.0,-2.0,-2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,54
8415,31992,319904,2,1975,-2,1,1,3,4,2,3,1,1,1,1,-1,1992,1,1,510,522,1,26,19.0,8.0,-2.0,-2.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8431,32050,320502,2,1965,-2,1,1,-5,-5,2,3,5,2,-2,2,1,1984,-8,1,420,530,22,-2,21.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,19
8455,32190,321904,2,1979,-2,1,1,2,4,2,3,1,1,1,1,3,1996,1,2,230,521,10,1,17.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,17
8481,32271,322705,2,1988,-2,1,1,8,3,2,3,4,3,1,1,2,2005,2,1,-1,13,1,-8,-2.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8596,32654,326503,2,1963,-2,1,1,-5,-5,2,3,1,1,1,1,4,1984,1,1,610,10,222,222,18.0,1.0,-2.0,-2.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,21
8673,32921,329203,2,1975,-2,1,1,6,4,2,3,1,1,1,1,-1,1992,1,1,10,530,31,1,22.0,8.0,-2.0,-2.0,3.0,1.0,-2.0,-2.0,21.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8699,33022,330203,2,1983,-2,1,1,7,4,2,3,1,1,-1,6,1,2000,1,1,13,13,1,31,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8790,33340,333405,2,1977,-2,1,1,3,4,2,3,4,4,1,1,4,1994,1,1,640,630,1,31,20.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8830,33553,335503,2,1967,-2,1,1,-5,-5,2,3,1,4,-2,-2,1,1984,1,1,13,530,222,222,22.0,3.0,-2.0,-2.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8842,33596,335903,1,1985,-2,1,1,3,4,2,3,4,4,1,1,3,2002,2,1,540,530,1,11,20.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8843,33596,335904,2,1991,-2,1,1,5,7,-2,3,4,4,1,1,3,2008,2,1,540,530,1,11,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
8851,33634,336303,1,1982,-2,1,1,8,4,2,3,1,2,-1,-1,2,1999,1,2,240,521,118,1,16.0,4.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7.0,-2.0,-2.0,-2.0,17
8852,33634,336305,2,1985,-2,1,1,9,4,2,3,1,2,-1,-1,1,2002,1,2,240,521,118,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
9185,34894,348904,2,1976,-2,1,1,12,4,2,3,-1,1,-2,1,-1,1993,2,1,230,220,1,5,19.0,8.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
9365,35521,355202,1,1963,-2,1,1,9,4,2,3,1,1,-2,2,3,1984,-8,1,220,220,3,-2,16.0,1.0,-2.0,-2.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,21
9369,35530,355304,1,1969,-2,1,1,-1,-1,2,3,2,1,-2,2,-1,1986,1,1,13,520,165,-2,17.0,3.0,-2.0,-2.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
9370,35530,355305,2,1971,-2,1,1,1,3,2,3,2,1,-2,2,-1,1988,1,1,13,510,165,-2,17.0,8.0,-2.0,-2.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
9644,36412,364103,1,1982,-2,1,1,5,3,2,3,1,1,6,2,3,1999,1,1,540,10,1,61,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,17
9646,36412,364105,2,1986,-2,1,1,7,3,2,3,2,1,6,2,-1,2003,1,1,530,12,1,61,-2.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
9692,36625,366203,1,1988,-2,1,1,3,3,2,3,1,1,6,1,2,2005,1,1,230,521,38,1,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
9693,36625,366204,1,1991,-2,1,1,3,7,-2,3,1,1,6,1,2,2008,1,1,230,210,38,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
9788,36960,369604,1,1975,-2,1,1,7,3,2,3,1,6,-2,-2,-1,1992,1,1,240,210,-2,222,-1.0,9.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
9789,36960,369605,1,1963,-2,1,1,-5,-5,2,3,1,1,-2,-2,2,1985,1,1,220,210,-2,222,18.0,1.0,-2.0,-2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,22
